EmployeeID,Name,Department,JobRole,Gender,Age,Salary,Bonus,HireDate,ExitDate,Attrition,PerformanceRating,AbsenteeismDays
E1597,Employee_597,Finance,Manager,Female,57,111050.0,6362.325563201655,2019-08-04,2023-05-31,Yes,2,3
E1598,Employee_598,HR,Specialist,Male,29,70695.0,21033.28908902266,2022-02-06,,No,3,0
E1599,Employee_599,,Associate ,Male,52,137096.0,32937.58556988107,2017-09-06,,No,4,20
E1600,Employee_600,Operations,Analyst,Female,50,160722.0,10354.632515215024,2022-07-28,,No,1,17
E1601,Employee_601,Operations,Manager,Female,49,96641.0,20696.420898550714,2020-12-01,2026-05-16,Yes,2,25
E1602,Employee_602,Hr,Manager,Male,40,191033.0,49659.80022578681,2017-11-30,,No,1,4
E1603,Employee_603,sales,Executive,Female,21,73361.0,16131.165551117665,2020-05-14,,No,5,3
E1604,Employee_604,sales,Manager,Male,25,157626.0,30079.95250627525,2016-10-22,,No,3,11
E1605,Employee_605,Operations,Specialist,Female,46,138946.0,11942.907179710526,2021-02-24,2025-04-30,Yes,2,7
E1606,Employee_606,Support,Specialist,Female,25,91844.0,22113.93113664964,2022-10-09,,No,2,19
E1607,Employee_607,sales,Analyst,Female,35,77857.0,7876.794812718239,2015-08-09,,No,1,15
E1608,Employee_608,HR,Associate,Male,39,174941.0,17803.562284789055,2016-04-19,2019-02-18,Yes,2,14
E1609,Employee_609,Hr,Associate,Female,55,130772.0,21577.45831872306,2018-10-22,,No,3,7
E1610,Employee_610,Support,Analyst,Male,56,92433.0,22505.26844923197,2022-01-27,,No,2,3
E1611,Employee_611,Hr,Specialist,Male,23,177745.0,47808.209669934826,2021-11-23,2025-09-27,Yes,4,22
E1612,Employee_612,Hr,Analyst,Female,25,198798.0,16294.816087353542,2016-11-11,2019-09-01,Yes,5,24
E1613,Employee_613,,Manager,Female,26,64148.0,14804.20812825452,2022-06-20,2024-01-31,Yes,5,28
E1614,Employee_614,,Specialist,Female,40,68402.0,18515.299276705853,2015-12-08,2018-10-16,Yes,3,3
E1615,Employee_615,,Executive,Female,25,183484.0,28560.623896211262,2015-11-02,,No,5,24
E1616,Employee_616,IT,Executive,Male,47,95458.0,9107.026533527443,2016-05-10,,No,3,14
E1617,Employee_617,Finance,Analyst,female,56,156479.0,37329.953356698075,2015-08-01,,No,5,7
E1618,Employee_618,,Manager,Male,36,140138.0,21527.639249063122,2023-03-05,,No,2,26
E1619,Employee_619,Hr,Associate,Male,54,108077.0,21176.952699905913,2015-01-10,,No,1,16
E1620,Employee_620,HR,Associate,Female,24,108958.0,24908.457017218603,2023-02-12,,No,5,5
E1621,Employee_621,HR,Specialist,Female,21,163682.0,23295.253757605053,2021-12-11,,No,2,7
E1622,Employee_622,Operations,Associate,Male,35,168335.0,12550.846852537217,2017-10-03,,No,2,6
E1623,Employee_623,HR,Analyst,Female,37,180945.0,45556.11117504014,2021-11-29,,No,1,12
E1624,Employee_624,Sales,Associate,Male,26,198197.0,42867.3450648673,2021-04-11,2026-01-13,Yes,1,16
E1625,Employee_625,Operations,Specialist,Female,32,179359.0,34171.15358281269,2021-02-08,,No,1,16
E1626,Employee_626,sales,Executive,Female,23,105225.0,9550.098332156665,2019-04-17,,No,4,17
E1627,Employee_627,HR,Associate,Male,39,54618.0,14186.989011325577,2021-12-10,2022-09-13,Yes,2,0
E1628,Employee_628,Support,Executive,Female,34,100305.0,15990.15487997639,2020-04-07,2022-10-21,Yes,3,28
E1629,Employee_629,Operations,Analyst,Female,39,100533.0,18760.219741563556,2018-04-06,2019-09-26,Yes,5,0
E1630,Employee_630,,Specialist,Female,25,,,2016-01-25,,No,5,15
E1631,Employee_631,Sales,Manager,Male,55,88002.0,13124.479280620188,2017-06-09,,No,3,9
E1632,Employee_632,sales,Manager,Male,45,151950.0,19365.566301705654,2019-03-18,,No,3,24
E1633,Employee_633,Operations,Specialist,Male,57,157815.0,17772.64786198456,2016-01-10,2017-10-21,Yes,2,15
E1634,Employee_634,IT,Analyst,Male,39,41442.0,2198.050230891466,2016-04-08,,No,4,0
E1635,Employee_635,Operations,Associate,Female,32,180653.0,26677.12384898572,2020-04-08,,No,3,11
E1636,Employee_636,sales,Associate,Male,37,49552.0,7811.132115375069,2020-05-01,2023-03-12,Yes,5,21
E1637,Employee_637,Support,Executive,Male,53,148639.0,19823.33661237935,2016-12-26,,No,5,26
E1638,Employee_638,Hr,Associate,Male,22,107789.0,15465.59393411604,2016-03-27,2017-07-28,Yes,5,19
E1639,Employee_639,Support,Associate,Female,27,111486.0,8812.716244798969,2021-03-12,2025-08-24,Yes,5,23
E1640,Employee_640,Finance,Specialist,Male,40,119116.0,15641.536064527234,2022-11-18,,No,2,8
E1641,Employee_641,Sales,Manager,Male,28,134092.0,39460.06520458789,2021-06-27,2023-06-14,Yes,2,4
E1642,Employee_642,Hr,Associate,Female,48,186989.0,35317.333464532676,2019-01-31,2020-10-16,Yes,1,26
E1643,Employee_643,Operations,Specialist,Female,32,58230.0,6758.7017009318915,2017-02-16,2017-12-10,Yes,1,2
E1644,Employee_644,HR,Executive,Male,36,133937.0,16322.288252835748,2022-03-18,,No,2,10
E1645,Employee_645,Hr,Manager,Male,59,124876.0,35137.67780692787,2020-08-29,2022-09-20,Yes,4,11
E1646,Employee_646,IT,Analyst,Female,39,56990.0,10733.767532265263,2022-10-20,,No,3,5
E1647,Employee_647,Sales,Analyst,Female,35,31306.0,6856.219743443264,2016-04-25,,No,1,26
E1648,Employee_648,Finance,Manager,Male,56,84330.0,16816.841570079738,2016-02-17,,No,4,0
E1649,Employee_649,HR,Analyst,Female,39,72137.0,11705.756562713666,2017-03-31,2020-10-23,Yes,3,21
E1650,Employee_650,Hr,Manager,Female,41,129575.0,25512.85981225019,2016-09-01,,No,1,12
E1651,Employee_651,Marketing,Specialist,female,48,90272.0,13216.125758351947,2017-10-27,2020-08-08,Yes,1,3
E1652,Employee_652,HR,Associate,Female,39,31920.0,3355.459873916967,2020-09-24,2022-12-20,Yes,1,9
E1653,Employee_653,Operations,Manager,Male,47,108513.0,7938.417260588252,2018-09-26,,No,1,27
E1654,Employee_654,Operations,Manager,Female,35,99212.0,17677.752756874834,2023-02-10,,No,4,16
E1655,Employee_655,IT,Analyst,Male,40,123863.0,26444.567564871202,2022-09-05,,No,4,14
E1656,Employee_656,Operations,Manager,Female,53,51869.0,6105.063357237433,2017-08-01,,No,2,7
E1657,Employee_657,IT,Specialist ,Female,31,103788.0,16210.946899938848,2018-08-30,,No,1,10
E1658,Employee_658,Support,Manager,Male,36,173697.0,24847.372864716275,2019-03-07,,No,2,17
E1659,Employee_659,sales,Executive,Male,58,166355.0,47108.014145106376,2022-03-21,,No,3,9
E1660,Employee_660,Sales,Associate,Female,58,127088.0,14404.064007135563,2016-08-25,,No,3,13
E1661,Employee_661,IT,Associate,Female,37,,,2015-10-22,,No,1,27
E1662,Employee_662,Operations,Analyst,female,48,180368.0,49391.34585209471,2016-10-10,,No,2,23
E1663,Employee_663,Marketing,Analyst,Male,41,131121.0,27215.71141557772,2015-12-29,,No,3,27
E1664,Employee_664,,Associate,Male,58,160299.0,13801.24826084868,2018-09-20,,No,4,17
E1665,Employee_665,IT,Manager,Female,54,111982.0,13784.511367544552,2018-03-08,2023-06-11,Yes,1,12
E1666,Employee_666,Support,Associate,Female,24,127493.0,22395.141254160804,2017-05-24,2020-03-10,Yes,4,27
E1667,Employee_667,Marketing,Specialist,Male,35,168368.0,40595.23912615413,2017-08-31,,No,2,24
E1668,Employee_668,Support,Executive ,Male,21,97173.0,8733.235406982853,2017-10-04,2020-11-01,Yes,5,16
E1669,Employee_669,HR,Specialist,Female,30,143499.0,31003.65438163299,2021-11-07,2025-01-12,Yes,5,14
E1670,Employee_670,Sales,Executive,Female,40,177026.0,13738.627763053466,2015-03-10,,No,1,3
E1671,Employee_671,Finance,Analyst,Male,32,107243.0,17247.53000003761,2017-01-15,2021-11-08,Yes,1,20
E1672,Employee_672,Hr,Associate,Female,44,163663.0,41297.264749140224,2019-04-21,,No,2,16
E1673,Employee_673,Marketing,Executive ,Female,59,172159.0,46324.519322586806,2018-05-21,2021-03-14,Yes,1,5
E1674,Employee_674,Hr,Executive,Male,55,86358.0,8503.306705223544,2022-05-01,2023-08-04,Yes,2,22
E1675,Employee_675,Sales,Specialist,Female,37,46322.0,7116.403288610863,2023-01-21,2025-08-03,Yes,1,28
E1676,Employee_676,Finance,Specialist,Male,57,123782.0,11736.181625479912,2016-05-09,,No,5,16
E1677,Employee_677,Sales,Analyst,Male,41,153364.0,35749.188621947316,2019-06-18,2021-10-26,Yes,1,29
E1678,Employee_678,Finance,Analyst,Male,37,100269.0,9168.30098903143,2023-03-05,2025-01-31,Yes,2,9
E1679,Employee_679,Marketing,Executive,Female,56,59345.0,10670.59553823782,2021-03-03,,No,3,21
E1680,Employee_680,Hr,Associate,Male,35,33453.0,9700.222584793304,2021-08-07,,No,5,8
E1681,Employee_681,Hr,Analyst,Female,53,66320.0,12284.20496363538,2021-07-05,2022-07-14,Yes,2,0
E1682,Employee_682,IT,Associate,Male,49,191121.0,29239.51077025315,2022-09-06,,No,1,1
E1683,Employee_683,,Associate,Female,49,173279.0,49606.06037836311,2022-02-20,2026-09-03,Yes,5,28
E1684,Employee_684,Operations,Analyst,Female,49,67158.0,5756.145168250225,2020-08-26,,No,5,4
E1685,Employee_685,sales,Associate,Female,46,45810.0,4630.433380876708,2017-03-27,,No,5,0
E1686,Employee_686,,Manager,Female,37,69082.0,4646.557325006294,2019-11-24,,No,3,14
E1687,Employee_687,Finance,Executive,Male,49,66468.0,7010.7199568539245,2022-10-12,,No,4,15
E1688,Employee_688,IT,Specialist,Female,45,72056.0,13252.11798064728,2016-05-19,2021-05-14,Yes,1,18
E1689,Employee_689,sales,Specialist,Female,27,30717.0,5456.58166739716,2016-10-20,2019-12-25,Yes,1,12
E1690,Employee_690,IT,Executive,Male,35,34994.0,1866.6471769948228,2023-03-09,,No,1,7
E1691,Employee_691,Sales,Specialist,Male,38,71153.0,4748.993354108537,2022-01-25,2024-01-12,Yes,4,14
E1692,Employee_692,sales,Manager,Female,56,148094.0,9869.15920393223,2022-11-12,,No,1,12
E1693,Employee_693,Support,Manager,Male,38,36476.0,9153.784837619041,2021-07-10,,No,4,28
E1694,Employee_694,Marketing,Manager,Female,49,188018.0,19747.12281848997,2019-09-14,,No,3,22
E1695,Employee_695,sales,Specialist,Female,24,52010.0,7404.688847243023,2022-11-30,,No,2,10
E1696,Employee_696,Support,Associate ,Female,52,38026.0,5506.417075705938,2017-06-16,2020-12-22,Yes,1,8
E1697,Employee_697,sales,Specialist,Male,48,161742.0,40617.243114051955,2021-06-22,2026-03-15,Yes,1,3
E1698,Employee_698,HR,Specialist,Female,28,177705.0,33232.2724852547,2020-01-28,,No,2,19
E1699,Employee_699,Support,Analyst,Female,37,93972.0,9567.343348470258,2015-02-13,,No,5,26
E1700,Employee_700,sales,Manager,Male,27,65931.0,6510.277476156492,2015-08-08,2018-09-05,Yes,2,16
E1701,Employee_701,,Manager,Female,36,47374.0,9441.108866496139,2017-05-07,2020-02-04,Yes,2,4
E1702,Employee_702,Sales,Specialist,Male,42,148333.0,13219.315178740522,2019-09-02,,No,5,12
E1703,Employee_703,Marketing,Executive,Female,31,62821.0,9206.60590018967,2016-09-07,,No,3,24
E1704,Employee_704,Operations,Associate,Male,22,36859.0,8517.602618225124,2016-01-30,,No,1,25
E1705,Employee_705,Marketing,Executive,Female,22,79522.0,20314.510133590233,2016-10-19,,No,1,29
E1706,Employee_706,Hr,Specialist,Male,58,,,2015-07-14,,No,3,29
E1707,Employee_707,Support,Manager,Female,21,192781.0,22628.241581141654,2015-06-05,2019-10-23,Yes,5,26
E1708,Employee_708,IT,Specialist,male,56,188598.0,21907.309202017135,2017-09-01,,No,4,22
E1709,Employee_709,Finance,Executive,Female,26,142599.0,10280.851263761346,2021-07-15,,No,4,0
E1710,Employee_710,Support,Associate,male,48,59063.0,3413.0897169140144,2022-03-07,,No,5,20
E1711,Employee_711,Sales,Specialist,Female,52,138036.0,28643.846166465708,2020-01-12,2022-06-19,Yes,1,23
E1712,Employee_712,Support,Analyst,Male,49,108278.0,32379.390142775195,2015-08-18,,No,2,1
E1713,Employee_713,IT,Analyst,Male,28,161040.0,31270.03857801327,2019-04-23,,No,3,19
E1714,Employee_714,Finance,Manager,Female,32,194796.0,46175.608332866774,2021-12-02,,No,5,9
E1715,Employee_715,Support,Specialist,Female,23,67228.0,11190.533434421057,2015-12-17,,No,5,12
E1716,Employee_716,IT,Associate,Male,55,141603.0,38647.383411326104,2023-02-12,,No,3,21
E1717,Employee_717,IT,Analyst,Female,31,144589.0,18535.514170483973,2018-08-20,,No,5,2
E1718,Employee_718,sales,Manager,male,42,194005.0,10532.035860114504,2017-07-08,,No,2,16
E1719,Employee_719,Support,Analyst,Male,52,95206.0,24685.00282181127,2018-06-12,2023-01-02,Yes,3,2
E1720,Employee_720,Marketing,Analyst,Female,36,116724.0,31061.226576865734,2020-12-25,2022-06-16,Yes,1,3
E1721,Employee_721,sales,Executive,Female,49,100014.0,23328.356003377532,2020-10-22,,No,5,10
E1722,Employee_722,IT,Associate,Female,45,143711.0,28629.0950198542,2020-04-27,,No,3,13
E1723,Employee_723,Operations,Executive,Female,54,152564.0,31774.224077124923,2017-06-19,,No,3,20
E1724,Employee_724,sales,Analyst,Male,32,60257.0,12797.214894345414,2018-02-10,,No,2,19
E1725,Employee_725,,Executive,Male,58,109768.0,19319.27128061038,2015-10-15,,No,3,28
E1726,Employee_726,Marketing,Manager,Female,38,49610.0,10883.585841192398,2019-10-12,,No,3,20
E1727,Employee_727,Hr,Executive,Male,25,66182.0,14740.120834021638,2022-12-14,,No,1,21
E1728,Employee_728,sales,Analyst,Female,30,30917.0,2753.209621021073,2022-11-26,,No,4,0
E1729,Employee_729,IT,Associate,Male,35,46999.0,10635.158675667726,2019-10-16,,No,2,14
E1730,Employee_730,,Specialist,Male,37,140684.0,40402.48912181048,2016-03-09,2019-11-04,Yes,1,22
E1731,Employee_731,HR,Executive,Female,35,116795.0,19121.45673929025,2016-06-15,,No,3,27
E1732,Employee_732,Support,Associate,Male,46,166285.0,44964.11416927821,2020-02-01,2022-11-01,Yes,1,5
E1733,Employee_733,Operations,Manager,Male,22,53989.0,10570.922083029056,2023-01-02,2026-10-06,Yes,4,7
E1734,Employee_734,IT,Associate,Male,49,119049.0,8469.305924274518,2016-10-01,,No,4,19
E1735,Employee_735,Operations,Executive,Male,36,55517.0,11922.906008577787,2022-01-10,,No,5,26
E1736,Employee_736,Hr,Manager,Male,47,135686.0,16503.472878931403,2019-03-15,2022-10-01,Yes,3,18
E1737,Employee_737,sales,Manager,Female,40,145945.0,32516.97688022966,2022-05-02,,No,1,7
E1738,Employee_738,Marketing,Specialist,Male,35,188302.0,45941.523362670334,2021-08-10,,No,4,27
E1739,Employee_739,Operations,Executive,Female,59,158308.0,46516.55519370117,2017-08-02,2021-02-09,Yes,2,29
E1740,Employee_740,Operations,Executive,Female,49,117954.0,22171.728937356133,2020-05-23,,No,4,25
E1741,Employee_741,sales,Executive,Male,54,186410.0,31182.068802844784,2022-08-07,,No,2,19
E1742,Employee_742,Hr,Analyst,Male,35,180611.0,52967.64338693453,2020-08-02,,No,4,23
E1743,Employee_743,sales,Manager,Female,43,91799.0,9346.813051358205,2015-07-11,,No,5,29
E1744,Employee_744,HR,Manager,Female,30,176480.0,24429.097811941985,2017-11-02,,No,4,4
E1745,Employee_745,Support,Specialist,Male,46,41349.0,11352.76142660058,2018-09-23,2019-09-23,Yes,2,22
E1746,Employee_746,,Executive,Male,31,164445.0,41267.67380388876,2021-11-05,2022-12-01,Yes,2,7
E1747,Employee_747,,Manager,Male,44,184978.0,9394.149629742384,2020-01-26,,No,1,0
E1748,Employee_748,Sales,Specialist,Female,51,55566.0,8275.277175985339,2019-01-02,,No,2,20
E1749,Employee_749,Hr,Associate,Male,54,160956.0,22013.242646047154,2016-06-13,,No,3,11
E1750,Employee_750,IT,Specialist,Female,37,117438.0,11721.661598450897,2020-06-21,2023-04-17,Yes,5,16
E1751,Employee_751,Support,Analyst,Female,52,61379.0,3311.7526184982166,2018-01-10,,No,5,15
E1752,Employee_752,Operations,Manager,Male,29,95982.0,18226.47440232311,2018-05-19,,No,4,6
E1753,Employee_753,Hr,Manager,Female,55,181599.0,27548.78626200801,2019-01-02,2024-04-16,Yes,3,24
E1754,Employee_754,HR,Manager,Female,52,139373.0,38442.48853939647,2023-01-03,,No,1,16
E1755,Employee_755,Finance,Analyst,Male,57,101045.0,19393.751710085853,2017-10-13,,No,4,25
E1756,Employee_756,Support,Executive,Male,34,162702.0,24518.208404664816,2020-08-05,,No,1,12
E1757,Employee_757,,Manager,Male,52,33262.0,6410.231159728665,2015-08-08,2016-04-16,Yes,3,27
E1758,Employee_758,Sales,Manager,Male,23,191004.0,28963.69298362079,2016-12-20,,No,5,5
E1759,Employee_759,Marketing,Analyst,Male,28,169335.0,24179.747498791836,2020-08-15,2024-07-14,Yes,3,9
E1760,Employee_760,Sales,Executive,Female,23,44079.0,3162.8579913921562,2018-04-15,2021-02-04,Yes,5,4
E1761,Employee_761,Marketing,Specialist,Female,45,158126.0,16623.164290006283,2017-02-04,2019-08-17,Yes,2,19
E1762,Employee_762,,Specialist ,Female,59,50862.0,5890.4216346497715,2016-06-08,2021-04-23,Yes,2,17
E1763,Employee_763,HR,Executive,Male,40,48931.0,11624.363523822873,2020-05-27,,No,4,0
E1764,Employee_764,IT,Associate,Male,21,129214.0,12905.419940828606,2018-09-13,,No,2,26
E1765,Employee_765,IT,Manager,Male,43,107485.0,21764.142106424155,2015-11-11,2020-07-04,Yes,3,12
E1766,Employee_766,Marketing,Specialist,Male,59,143892.0,23968.7887816841,2019-02-05,,No,5,15
E1767,Employee_767,Support,Associate,Female,22,79649.0,11904.851344908766,2018-01-22,,No,2,12
E1768,Employee_768,Hr,Manager,Female,41,94093.0,9513.940177570212,2019-05-10,2022-03-23,Yes,3,19
E1769,Employee_769,HR,Associate,Female,35,125432.0,20957.497970512526,2021-12-01,,No,5,22
E1770,Employee_770,,Executive,Male,50,83664.0,22024.17141433465,2022-05-20,,No,1,11
E1771,Employee_771,Support,Executive,Female,55,76922.0,12481.340026680287,2018-07-12,,No,4,0
E1772,Employee_772,Sales,Analyst,Male,34,48074.0,4488.862281191832,2018-09-06,,No,3,7
E1773,Employee_773,Marketing,Executive,Male,31,143502.0,34898.661066194545,2021-09-29,,No,2,28
E1774,Employee_774,Hr,Executive,Female,41,58054.0,16361.869413439223,2015-12-08,,No,2,5
E1775,Employee_775,IT,Executive,Male,57,186140.0,47784.86313486707,2017-04-01,,No,1,16
E1776,Employee_776,Operations,Manager,Male,55,43682.0,5952.58704287727,2017-03-27,,No,5,18
E1777,Employee_777,,Manager,Male,22,121198.0,7317.304016063716,2017-05-20,,No,4,26
E1778,Employee_778,,Manager,female,37,39221.0,8613.911814101386,2017-11-17,2022-09-25,Yes,5,18
E1779,Employee_779,,Executive,female,24,74757.0,8923.456765549598,2020-10-06,,No,5,19
E1780,Employee_780,,Analyst,Female,52,65944.0,9015.962206343262,2022-07-10,,No,3,25
E1781,Employee_781,IT,Associate,Male,55,119959.0,15389.63613207456,2017-03-06,,No,1,9
E1782,Employee_782,IT,Manager,Female,38,193623.0,35868.801074767696,2021-11-12,,No,2,3
E1783,Employee_783,HR,Manager,female,58,153802.0,11241.40848614656,2023-02-07,,No,4,23
E1784,Employee_784,Support,Specialist,Female,34,135982.0,23848.453821084084,2018-06-27,2021-07-20,Yes,2,8
E1785,Employee_785,,Analyst,Female,46,128239.0,15165.563995494653,2015-06-01,2018-10-11,Yes,3,25
E1786,Employee_786,sales,Manager,Female,47,40703.0,10015.035978797363,2018-04-01,,No,4,8
E1787,Employee_787,Support,Analyst,Male,46,109534.0,16495.991801522705,2021-07-26,2023-04-20,Yes,4,11
E1788,Employee_788,,Manager,Male,43,151987.0,19525.69680382236,2021-02-08,,No,1,21
E1789,Employee_789,Marketing,Analyst,Male,45,187249.0,18005.510751459384,2015-05-29,,No,1,19
E1790,Employee_790,Operations,Specialist,Male,42,43780.0,10232.763399737118,2017-06-02,2018-10-08,Yes,5,14
E1791,Employee_791,Operations,Analyst,Female,35,55901.0,11630.736217916074,2017-09-10,,No,1,25
E1792,Employee_792,Operations,Manager,Male,25,154997.0,42717.678230061545,2018-08-19,,No,4,26
E1793,Employee_793,IT,Manager,Female,38,108484.0,27690.02617017,2022-08-05,,No,3,7
E1794,Employee_794,sales,Manager,Male,30,83592.0,23879.291480248645,2021-12-25,,No,3,28
E1795,Employee_795,sales,Executive,Male,25,90652.0,6247.307597778865,2022-02-09,2022-10-22,Yes,3,12
E1796,Employee_796,Finance,Specialist,Male,58,181388.0,19330.303798780355,2019-05-14,2021-12-20,Yes,2,0
E1797,Employee_797,Support,Associate,Male,50,35898.0,6571.953440726328,2017-04-23,,No,2,12
E1798,Employee_798,sales,Manager,Female,28,167150.0,31810.971647555885,2023-01-19,,No,4,25
E1799,Employee_799,sales,Manager ,Male,50,147192.0,8528.984667380826,2022-07-08,,No,5,23
E1800,Employee_800,Hr,Associate,Male,54,162659.0,9241.06492347691,2017-06-15,,No,5,14
E1801,Employee_801,Marketing,Associate ,Female,21,59432.0,11554.052606049432,2022-07-04,2027-01-08,Yes,5,14
E1802,Employee_802,,Manager,Male,37,,,2016-11-08,,No,3,12
E1803,Employee_803,sales,Executive,Female,36,77111.0,6907.293010261007,2019-12-14,,No,1,21
E1804,Employee_804,Sales,Executive,Female,46,,,2016-10-18,2017-10-18,Yes,1,15
E1805,Employee_805,,Associate,Female,34,147509.0,28236.474146086908,2018-06-16,,No,5,14
E1806,Employee_806,,Manager,Female,47,,,2019-11-12,,No,5,23
E1807,Employee_807,Hr,Executive,Female,55,170347.0,13570.002390695247,2017-09-08,,No,2,16
E1808,Employee_808,Support,Specialist,Male,43,102920.0,20627.28208019076,2017-09-12,2022-07-03,Yes,3,17
E1809,Employee_809,,Associate,Male,38,105139.0,20033.942351628277,2016-06-09,,No,5,6
E1810,Employee_810,Sales,Analyst,Female,35,42306.0,10296.985333954965,2022-08-30,,No,4,2
E1811,Employee_811,sales,Specialist,Female,37,179395.0,33666.31423869789,2020-12-09,,No,4,7
E1812,Employee_812,Sales,Analyst,Male,44,92780.0,14802.508943076109,2021-08-07,,No,2,0
E1813,Employee_813,Hr,Specialist,Male,55,198735.0,47200.97412176959,2022-11-13,,No,5,15
E1814,Employee_814,Finance,Specialist,Female,35,99443.0,18802.881506416434,2019-10-10,2022-04-28,Yes,4,12
E1815,Employee_815,sales,Executive,female,46,144527.0,38998.089520340705,2018-08-03,,No,3,21
E1816,Employee_816,Operations,Analyst,Male,28,89550.0,25927.366924683825,2019-04-30,2022-07-04,Yes,4,18
E1817,Employee_817,Marketing,Executive,Male,59,194841.0,25163.07022184037,2022-10-16,,No,2,5
E1818,Employee_818,Hr,Manager,Male,38,,,2018-05-05,,No,5,28
E1819,Employee_819,Finance,Analyst,Male,59,67034.0,18327.00487702453,2022-06-03,,No,5,29
E1820,Employee_820,Finance,Analyst,Female,26,,,2021-12-16,,No,4,3
E1821,Employee_821,HR,Analyst,Male,49,123078.0,21553.336770560985,2019-06-30,,No,2,14
E1822,Employee_822,Finance,Analyst,Male,52,165624.0,21053.637663353576,2018-05-20,2021-09-30,Yes,3,2
E1823,Employee_823,Operations,Analyst ,Female,31,100442.0,29589.0778803912,2018-11-12,,No,4,16
E1824,Employee_824,,Executive,Female,39,89807.0,19557.565789605065,2021-11-06,,No,3,21
E1825,Employee_825,sales,Executive,Female,21,50435.0,7341.4730821207795,2022-09-07,,No,3,12
E1826,Employee_826,sales,Manager ,Male,23,43704.0,8779.355739831248,2016-08-21,,No,1,17
E1827,Employee_827,Hr,Manager,Male,29,162886.0,10819.381521633659,2015-05-05,,No,5,14
E1828,Employee_828,HR,Executive,Female,43,107853.0,26323.96421788188,2020-07-10,,No,5,23
E1829,Employee_829,HR,Analyst,Female,45,162681.0,44654.49667846128,2017-10-13,,No,2,29
E1830,Employee_830,Marketing,Associate,Female,45,187005.0,16812.91367308061,2020-09-26,,No,2,9
E1831,Employee_831,Support,Associate,female,55,68346.0,3822.3825326470637,2021-09-18,,No,5,6
E1832,Employee_832,,Executive,female,37,158447.0,19009.3877676224,2021-04-24,2024-03-02,Yes,1,9
E1833,Employee_833,Marketing,Executive,Female,38,134501.0,13910.703434837686,2017-02-22,2018-05-08,Yes,3,17
E1834,Employee_834,Finance,Analyst,Female,55,145700.0,33917.406271770364,2022-05-27,,No,1,11
E1835,Employee_835,,Executive,Male,32,193515.0,28915.22486475314,2019-11-17,,No,2,25
E1836,Employee_836,Finance,Manager,Female,47,147018.0,28156.580329379085,2020-10-20,2024-11-14,Yes,4,11
E1837,Employee_837,sales,Manager,Female,33,146477.0,13305.115550535209,2017-12-22,,No,5,16
E1838,Employee_838,Support,Associate,Female,56,55095.0,15569.825239807247,2016-12-20,,No,4,27
E1839,Employee_839,Finance,Manager,Male,49,124283.0,15141.606576968967,2021-09-13,2024-11-25,Yes,5,19
E1840,Employee_840,Sales,Manager,Female,57,99518.0,14792.661918977163,2018-12-30,,No,3,12
E1841,Employee_841,Finance,Analyst,Female,41,83311.0,10338.728621196686,2015-10-12,,No,4,24
E1842,Employee_842,Hr,Associate,Male,26,34926.0,4899.023973046766,2023-02-13,,No,2,4
E1843,Employee_843,Operations,Associate,Male,56,46428.0,6239.1393315134865,2020-09-12,2023-01-12,Yes,3,29
E1844,Employee_844,Marketing,Executive,Female,49,158867.0,43135.810462219226,2018-10-22,,No,4,8
E1845,Employee_845,sales,Specialist,Male,59,,,2022-03-14,,No,4,14
E1846,Employee_846,Hr,Manager,Female,35,93928.0,8009.888522809367,2018-08-04,,No,4,17
E1847,Employee_847,Finance,Associate,Female,38,58164.0,5181.205071077546,2022-05-09,2027-04-23,Yes,5,21
E1848,Employee_848,Operations,Analyst,Male,24,90380.0,26882.546160983915,2022-03-21,,No,2,8
E1849,Employee_849,Hr,Executive,Male,51,105910.0,8400.785113386284,2016-05-04,2018-03-12,Yes,3,24
E1850,Employee_850,Operations,Executive,Male,41,84460.0,17692.298081185785,2019-06-19,,No,5,1
E1851,Employee_851,Support,Analyst,Female,30,130667.0,28268.668922118242,2020-03-02,,No,5,10
E1852,Employee_852,HR,Executive,Female,44,163248.0,13434.267459261822,2015-12-07,,No,4,6
E1853,Employee_853,Operations,Specialist,Female,46,120417.0,13654.809654087947,2018-10-03,,No,1,14
E1854,Employee_854,Support,Executive,Male,48,182756.0,44106.486731310026,2018-11-10,,No,2,23
E1855,Employee_855,Support,Specialist,Female,24,171842.0,14003.198214055421,2017-03-28,2021-01-20,Yes,3,12
E1856,Employee_856,Support,Executive,Male,23,163609.0,44566.13523710838,2021-02-07,,No,2,16
E1857,Employee_857,Hr,Analyst ,Female,36,175281.0,33976.43280631038,2020-09-08,,No,4,5
E1858,Employee_858,Hr,Analyst,Female,48,144456.0,7886.797137662785,2017-02-16,,No,4,9
E1859,Employee_859,sales,Specialist,Male,53,137340.0,29567.265193849296,2018-10-29,2020-11-20,Yes,5,21
E1860,Employee_860,IT,Associate,Female,36,116483.0,26248.957312962346,2018-07-30,,No,1,15
E1861,Employee_861,IT,Specialist,Male,54,84745.0,16824.888039824,2020-08-21,,No,1,11
E1862,Employee_862,Support,Analyst,Female,46,75256.0,15478.885159057367,2021-12-27,,No,2,15
E1863,Employee_863,,Specialist,Female,40,148843.0,36371.851025456956,2018-12-29,2024-01-31,Yes,4,23
E1864,Employee_864,Support,Manager,Female,47,56270.0,14145.235789231183,2016-06-10,,No,4,4
